subject_code,subject,tik_number,tik_name,tik_classifier_id,uik_count,uik_voting_address_count,missing_uik_voting_address_count,tik_address_present,tik_phone_present,fallback_present,priority_missing_uiks
74,Челябинская область,43,"Челябинск, Ленинская",9c08146c-60a5-4794-8a58-f72fe8c43bc7,67,0,67,1,1,1,0
74,Челябинская область,19,Копейская городская,47ebe084-4ef9-4100-a019-a58052cbc62f,66,0,66,1,1,1,0
31,Белгородская область,5,Валуйская,b9d9c2c1-a143-4b89-b60b-262bbf1edef5,65,0,65,0,1,1,0
47,Ленинградская область,21,Тосненская,97fefb4e-7d92-40b7-9a53-6c7bb1201c27,65,0,65,1,1,1,0
52,Нижегородская область,42,"Нижний Новгород, Сормовская",60915b3b-13ac-4bd2-b3ba-c36585e21fb6,65,0,65,1,1,1,0
58,Пензенская область,4,"Пенза, Первомайская",39d85c1a-db4f-47b5-951c-cdf3c7792551,64,0,64,1,1,1,0
74,Челябинская область,35,Сосновская,a8d2b25c-1f2e-4df6-88d3-25b44ce340f9,63,0,63,1,1,1,0
52,Нижегородская область,37,"Нижний Новгород, Ленинская",4209fdb1-493f-4f29-8313-ee603ae60a1f,62,0,62,1,1,1,0
74,Челябинская область,44,"Челябинск, Металлургическая",e788e652-8619-4c2d-b886-8e0d99d3b760,62,0,62,1,1,1,0
74,Челябинская область,46,"Челябинск, Тракторозаводская",c862f15d-645a-473b-9621-e73f17651a4a,62,0,62,1,1,1,0
74,Челябинская область,47,"Челябинск, Центральная",bdd5d30e-c6db-406c-a50a-80a5af1fc356,61,0,61,1,1,1,0
42,Кемеровская область - Кузбасс,1,Анжеро-Судженская городская,7b51e8e5-0916-40b3-8270-eb37f5f80305,60,0,60,1,1,1,0
42,Кемеровская область - Кузбасс,9,"Кемерово, Заводская",cf5f1c20-80c6-411a-a6c5-330a594c6170,60,0,60,1,1,1,0
52,Нижегородская область,60,"Нижний Новгород, Автозаводская Южная",17a4a042-f570-4de3-9046-e552c59bf12a,60,0,60,1,1,1,0
52,Нижегородская область,61,"Дзержинск, Калининская",e5d03538-4015-48f5-add7-2a1e17a57ca0,60,0,60,1,1,1,0
52,Нижегородская область,35,"Нижний Новгород, Автозаводская Северная",ccc52ba1-a71a-4532-a193-afcd127d05c1,59,0,59,1,1,1,0
52,Нижегородская область,38,"Нижний Новгород, Московская",fab7ccb2-ef4c-4807-8846-02a13a7fd73e,59,0,59,1,1,1,0
52,Нижегородская область,41,"Нижний Новгород, Советская",9bfd116f-9e8f-4cc1-b28f-3119350ce11a,59,0,59,1,1,1,0
42,Кемеровская область - Кузбасс,29,"Новокузнецк, Центральная",3b00a3ec-5843-402c-88c3-11d75993c3aa,58,0,58,1,1,1,0
47,Ленинградская область,14,Лужская,b68e54dd-feb4-4e84-a226-705d4aab84a7,58,0,58,1,1,1,0
66,Свердловская область,2,"Екатеринбург, Верх-Исетская",bdd44458-a758-402b-8d23-188a139eff37,58,0,58,1,1,1,0
66,Свердловская область,24,"Нижний Тагил, Тагилстроевская",ab21839c-8c3f-4ec9-82b0-b0fc2e677587,57,0,57,1,1,1,0
74,Челябинская область,28,"Магнитогорск, Правобережная",fe6dcf2f-25e2-414b-a7cc-6c2ec5d8be61,57,0,57,1,1,1,0
74,Челябинская область,34,Саткинская,61ebd782-696f-44ec-95f5-4fde6d4efda3,57,0,57,1,1,1,0
42,Кемеровская область - Кузбасс,3,Беловская городская,8451e1bf-d408-4e2a-90f7-543d7cc79cf7,55,0,55,1,1,1,0
42,Кемеровская область - Кузбасс,20,Ленинск-Кузнецкая городская,57784ef1-8b5a-4d10-80e2-bce16fbf1132,55,0,55,1,1,1,0
31,Белгородская область,22,Яковлевская,5c119216-16ad-4a55-abc2-2633492b233b,54,0,54,0,1,1,0
52,Нижегородская область,18,Выксунская,c5b97fdc-29dd-41ae-9dd1-0c72cf5c3190,54,0,54,1,1,1,0
52,Нижегородская область,22,"Дзержинск, Свердловская",99a1020d-5126-434d-aac7-8b670d7664ad,54,0,54,1,1,1,0
66,Свердловская область,78,Серовская городская,6e2c2860-2edf-48f2-a8e4-0795725fc3ac,54,0,54,1,1,1,0
47,Ленинградская область,3,Волховская,5770aff8-5948-480d-8f20-817f08334875,53,0,53,1,1,1,0
66,Свердловская область,23,"Нижний Тагил, Ленинская",8821713e-f65d-42c0-8d2b-f08714ac8e39,53,0,53,1,1,1,0
74,Челябинская область,2,Аргаяшская,266b51bf-4d22-4479-8857-beab2bc8b81e,53,0,53,1,1,1,0
74,Челябинская область,3,Ашинская,445a660c-b76c-4ccf-9844-76d10e93fe0c,53,0,53,1,1,1,0
42,Кемеровская область - Кузбасс,16,Киселевская городская,9ecec2a5-8fb8-4fee-b13d-ff1d2732da55,52,0,52,1,1,1,0
42,Кемеровская область - Кузбасс,37,Промышленновская,b9936c9d-a435-4837-970f-29994bb87ce9,52,0,52,1,1,1,0
66,Свердловская область,4,"Екатеринбург, Ленинская",7833f51b-80ec-4d79-bc0a-c1a899f0fb03,52,0,52,1,1,1,0
74,Челябинская область,45,"Челябинск, Советская",ab602858-d93a-4d36-8f42-42fbaaf9b76f,52,0,52,1,1,1,0
86,Ханты-Мансийский автономный округ - Югра,8,Нефтеюганская городская,71c4c675-c9b6-4e70-9ea6-b329ffb5a9bc,52,0,52,1,1,1,0
58,Пензенская область,2,"Пенза, Железнодорожная",43d5b261-8d66-41af-a146-349417b36c2b,51,0,51,1,1,1,0
66,Свердловская область,3,"Екатеринбург, Железнодорожная",2ac74a51-f426-4998-936d-5da31b8903e7,51,0,51,1,1,1,0
31,Белгородская область,15,Новооскольская,c14cca00-fdaf-47c5-b838-87d0aa283bae,49,0,49,0,1,1,0
42,Кемеровская область - Кузбасс,22,Междуреченская,43d8749d-f345-4ba5-974e-e0864c51216c,49,0,49,1,1,1,0
52,Нижегородская область,2,"Арзамасская, Первая",4ca7f86e-69dc-4e9b-9b2f-0ba6e38190ba,49,0,49,1,1,1,0
52,Нижегородская область,40,"Нижний Новгород, Приокская",17ff1286-0c78-40d2-b918-690ae9c1682f,49,0,49,1,1,1,0
66,Свердловская область,22,"Нижний Тагил, Дзержинская",31f30e55-9e06-4352-8df1-71499f9a45a9,49,0,49,1,1,1,0
35,Вологодская область,5,Великоустюгская,17fa9da3-2b5b-4de5-86ec-e6484544eab3,48,0,48,1,1,1,0
42,Кемеровская область - Кузбасс,12,"Кемерово, Ленинская",1917259f-8e64-4933-a111-0a726acdfaec,47,0,47,1,1,1,0
47,Ленинградская область,13,Ломоносовская,29b37e4c-bdc4-454f-b0f2-8f5ae769c2f2,47,0,47,1,1,1,0
52,Нижегородская область,20,Городецкая,e922f26b-2ec0-41a0-af52-7019ef3ab53b,47,0,47,1,1,1,0
58,Пензенская область,29,Пензенская,2299892a-7dee-42a5-a5dd-1ca6b290820d,47,0,47,1,1,1,0
74,Челябинская область,21,Красноармейская,43461714-c321-4b44-b08f-257edeb32de6,47,0,47,1,1,1,0
74,Челябинская область,26,"Магнитогорск, Ленинская",461c0700-faf5-4064-b31f-5ef30b089a79,47,0,47,1,1,1,0
74,Челябинская область,51,Чебаркульская,557f491c-c5e8-4ec1-8594-b1427632614e,47,0,47,1,1,1,0
42,Кемеровская область - Кузбасс,21,Мариинская,62c5fc94-4ef0-423e-867d-16729602a49c,46,0,46,1,1,1,0
47,Ленинградская область,11,Кировская,bf4f7d1c-b99d-4e16-b4d7-f452a632daa6,46,0,46,1,1,1,0
47,Ленинградская область,20,Тихвинская,c9b1bc7b-4f68-4a17-989e-d9fec009b7cd,46,0,46,1,1,1,0
66,Свердловская область,35,Ирбитская,a2216ae2-99a8-4380-9a6d-72b0c8aa3c69,46,0,46,1,1,1,0
74,Челябинская область,1,Агаповская,1d08e911-8a83-439c-b1c1-d4792828f034,46,0,46,1,1,1,0
47,Ленинградская область,9,Кингисеппская,fbea16d2-77de-4bc5-b02c-13da66d089a0,45,0,45,1,1,1,0
52,Нижегородская область,30,Кулебакская,be7370d3-7685-4a4a-aaba-e6f4de38ecc2,45,0,45,1,1,1,0
58,Пензенская область,6,Кузнецкая городская,b1e0378f-ab22-4ccd-a43f-665b801f0791,45,0,45,1,1,1,0
66,Свердловская область,43,Талицкая,7cca4f40-a266-41e8-8318-d7ba103c56c9,45,0,45,1,1,1,0
74,Челябинская область,9,Еткульская,0dd89d80-04e1-48a8-80e0-e2d8a58e90ac,45,0,45,1,1,1,0
74,Челябинская область,22,Кунашакская,8ec99f2a-578c-4eca-87b2-be2f38d0fc8a,45,0,45,1,1,1,0
42,Кемеровская область - Кузбасс,39,Таштагольская,0f74eacf-de0f-4dc4-811e-c0bfbbe0ba40,44,0,44,1,1,1,0
52,Нижегородская область,43,Павловская,89df1784-ae83-454f-8c3c-57d1fe40dcee,44,0,44,1,1,1,0
52,Нижегородская область,48,Семеновская,735dc890-9efd-4da6-a2e6-fa48574eee29,44,0,44,1,1,1,0
74,Челябинская область,13,Карталинская,f5f7bbdf-a6cf-46ea-a00e-1d316ea9005a,44,0,44,1,1,1,0
74,Челябинская область,50,Троицкая,bf72a39c-01f5-43a1-933b-9a6f52ca821b,44,0,44,1,1,1,0
31,Белгородская область,16,Прохоровская,81cca457-8cb8-4ed3-bdae-fb306d52eca9,43,0,43,0,1,1,0
58,Пензенская область,16,Каменская,e4291ae2-69cb-478d-98ea-b613993c36c5,43,0,43,1,1,1,0
66,Свердловская область,32,"Екатеринбург, Октябрьская",10bec4e7-1e2f-4f72-b1fd-4910573e13eb,43,0,43,1,1,1,0
66,Свердловская область,54,Нижнесергинская,e1485fd1-7b40-45c5-8bfd-f008bbc91e82,43,0,43,1,1,1,0
74,Челябинская область,6,Верхнеуральская,73a04663-9876-4ee6-81b4-a8cd38d2a3fb,43,0,43,1,1,1,0
66,Свердловская область,53,Красноуфимская,a10cd7e5-e178-4cd4-8e82-5e5f4baccdc9,42,0,42,1,1,1,0
66,Свердловская область,55,Новоуральская городская,fd323dfc-e0fc-417a-9a76-80ad76440c4b,42,0,42,1,1,1,0
86,Ханты-Мансийский автономный округ - Югра,17,Сургутская,8189a00e-3cf1-4943-a51a-dad01a0202f9,42,0,42,1,1,1,0
31,Белгородская область,11,Корочанская,57f3aaed-510f-42ee-bd82-0849dd4af69e,41,0,41,0,1,1,0
42,Кемеровская область - Кузбасс,14,"Кемерово, Центральная",0a4aa159-9c10-42f7-9cd7-fc0aefe78d28,41,0,41,1,1,1,0
42,Кемеровская область - Кузбасс,36,Прокопьевская,9113d192-83d1-43f1-834c-b0c533966366,40,0,40,1,1,1,0
52,Нижегородская область,3,"Арзамасская, Вторая",4d779d2f-15da-4c6d-afd9-51c33d0d59d5,40,0,40,1,1,1,0
58,Пензенская область,30,Сердобская,c0499c10-eaf9-47f7-9232-ae00c45789f6,40,0,40,1,1,1,0
66,Свердловская область,10,Сысертская,25adf4dd-7400-46f7-af11-d43b355fad17,40,0,40,1,1,1,0
66,Свердловская область,70,Краснотурьинская городская,6308d87d-76d8-4b8f-b0f0-9a3fe2c66aaf,40,0,40,1,1,1,0
31,Белгородская область,13,Красногвардейская,333a942f-fb43-447f-9ddc-4a31c7b54b21,39,0,39,0,1,1,0
42,Кемеровская область - Кузбасс,45,Юргинская городская,87b9f7f5-1ae9-4a75-87de-083ddc8bf05c,39,0,39,1,1,1,0
52,Нижегородская область,49,Сергачская,a445b2e2-a31b-44ad-83bc-8f8c1430310d,39,0,39,1,1,1,0
58,Пензенская область,3,"Пенза, Ленинская",03ad1b48-61f6-4f30-8916-092db89522fc,39,0,39,1,1,1,0
66,Свердловская область,12,Артемовская,78c27a3d-b728-4020-b140-5652cab40d3b,39,0,39,1,1,1,0
74,Челябинская область,38,Уйская,35f1d1da-67eb-40df-a936-19c547a77223,39,0,39,1,1,1,0
31,Белгородская область,7,Волоконовская,19682a5d-b45e-417e-ac19-7204d995813c,38,0,38,0,1,1,0
66,Свердловская область,13,Березовская городская,5ed7eed4-a580-455e-b660-5fcc901f0799,38,0,38,1,1,1,0
74,Челябинская область,36,Троицкая городская,ba1466c6-5a9e-4931-b9d8-b7cfd1627a0b,38,0,38,1,1,1,0
74,Челябинская область,37,Увельская,8befa132-4bd3-44ae-81c2-3f1f36dc8fb0,38,0,38,1,1,1,0
89,Ямало-Ненецкий автономный округ,7,Ноябрьская городская,a975b2ad-950a-4e70-87ab-e9fb471cd8b5,38,0,38,1,1,1,0
47,Ленинградская область,17,Приозерская,9b388876-978e-43aa-b862-b273185008ea,37,0,37,1,1,1,0
52,Нижегородская область,4,Балахнинская,9b556717-c780-4576-a8dd-f9b81d29b56b,37,0,37,1,1,1,0
52,Нижегородская область,31,Лукояновская,23b74c1a-07d8-4d2d-a3bc-bc138261d85d,37,0,37,1,1,1,0
58,Пензенская область,26,Нижнеломовская,4bbdcc0f-9b47-464f-96b6-beab776a0697,37,0,37,1,1,1,0
66,Свердловская область,17,Верхнепышминская городская,861a1071-20b6-4a90-a1f2-8ac7b0062fd9,37,0,37,1,1,1,0
66,Свердловская область,25,Пригородная,f372e6a4-1254-4d16-bef3-ac4332fc829f,37,0,37,1,1,1,0
74,Челябинская область,14,Каслинская,6a4e3985-611b-4cbf-a7e4-71674a8094ff,37,0,37,1,1,1,0
74,Челябинская область,20,Коркинская,30c631e3-6733-4c8f-aa59-f171111f20c1,37,0,37,1,1,1,0
42,Кемеровская область - Кузбасс,30,Новокузнецкая,9b4a4ca6-d2d0-410b-9f51-308d44ad674e,36,0,36,1,1,1,0
42,Кемеровская область - Кузбасс,47,Яшкинская,197dc3df-71dc-4ceb-aa94-3a776eabb68a,36,0,36,1,1,1,0
52,Нижегородская область,5,Богородская 133,5c186841-4f92-4446-914c-cd81dbaf9a64,36,0,36,1,1,1,0
66,Свердловская область,46,Артинская,37528cd1-b3f4-4513-9a4d-f9bc0ef1777b,36,0,36,1,1,1,0
74,Челябинская область,16,Катав-Ивановская,0d111ec8-3adc-4198-a311-91318a640990,36,0,36,1,1,1,0
74,Челябинская область,30,Нагайбакская,6ba53242-ff33-4c7b-a14f-b168237ce42a,36,0,36,1,1,1,0
35,Вологодская область,16,Никольская,ef44ea92-ee89-4ca2-a328-de9c57e25c03,35,0,35,1,1,1,0
52,Нижегородская область,24,Саровская,7de25d86-b910-4707-a373-1847603bdf50,35,0,35,1,1,1,0
66,Свердловская область,57,Полевская городская,4feb5ddd-a1a6-49d3-9393-4102667b41fe,35,0,35,1,1,1,0
35,Вологодская область,18,Сокольская,e3b571ad-3276-4672-9829-c79143fa4254,34,0,34,1,1,1,0
42,Кемеровская область - Кузбасс,24,"Новокузнецк, Заводская",705775ad-e659-49ad-96ca-58619e050c5f,34,0,34,1,1,1,0
42,Кемеровская область - Кузбасс,26,"Новокузнецк, Куйбышевская",5e9203a5-332d-4fb4-87fd-5a58c6708336,34,0,34,1,1,1,0
52,Нижегородская область,50,Сеченовская,1b9a88d8-38b7-4d0f-b4fa-7dee792384a6,34,0,34,1,1,1,0
52,Нижегородская область,55,Уренская,5f3e8b00-867b-4abc-a988-1b09bf0fb72d,33,0,33,1,1,1,0
58,Пензенская область,10,Бессоновская,a500ea9c-63b0-48ad-b304-ba8002762fd5,33,0,33,1,1,1,0
66,Свердловская область,1,"Екатеринбург, Академическая",3826c570-c01c-4ea8-a362-f093d1b1b257,33,0,33,1,1,1,0
66,Свердловская область,16,Режевская,ddf4d665-998b-457f-84a0-c25b244cbf17,33,0,33,1,1,1,0
66,Свердловская область,30,Белоярская,d594eb0d-6f19-4e0e-96dc-923a76ec10ef,33,0,33,1,1,1,0
42,Кемеровская область - Кузбасс,5,Гурьевская,72141b68-f214-47ec-973f-afec67dfcd15,32,0,32,1,1,1,0
47,Ленинградская область,10,Киришская,3508d778-4954-41cb-9187-bfaba1c3a6a0,32,0,32,1,1,1,0
47,Ленинградская область,18,Сланцевская,4ea6789f-7584-4f54-8259-00a05db2c715,32,0,32,1,1,1,0
52,Нижегородская область,15,Володарская,855f790e-7962-4b77-86ce-7be0052afd50,32,0,32,1,1,1,0
52,Нижегородская область,32,Лысковская,c0631479-8d89-4d79-868b-5eb4cb6f043f,32,0,32,1,1,1,0
58,Пензенская область,12,Городищенская,56aacad2-c211-4f2b-9973-5a809ab9a6c3,32,0,32,1,1,1,0
74,Челябинская область,5,Варненская,133ee40f-afa2-4332-bc6a-9f437c7e4a23,32,0,32,1,1,1,0
74,Челябинская область,40,Чебаркульская городская,5f1abe77-e5ee-422b-ba31-8fb9735be12c,32,0,32,1,1,1,0
31,Белгородская область,17,Ракитянская,11e4b0da-0bef-4b09-90fb-f4daf01bb807,31,0,31,0,1,1,0
52,Нижегородская область,17,Воскресенская,e391d6b8-9a4a-402b-9874-8ac96dc7e2ae,31,0,31,1,1,1,0
52,Нижегородская область,46,Пильнинская,587d10a3-4c2d-4cb2-9de7-fb429ccda623,31,0,31,1,1,1,0
52,Нижегородская область,47,Починковская,4c2ba39f-fd7d-4688-a854-a7c942774e26,31,0,31,1,1,1,0
66,Свердловская область,42,Сухоложская городская,b3d409f9-5ab6-404b-a75f-c76a3087912c,31,0,31,1,1,1,0
66,Свердловская область,81,Тавдинская,cf68f466-f0b6-4365-a80d-6f28f5e924dc,31,0,31,1,1,1,0
74,Челябинская область,8,Еманжелинская,040f4b91-85fd-4e8c-afc4-d50c44a618b7,31,0,31,1,1,1,0
86,Ханты-Мансийский автономный округ - Югра,21,Ханты-Мансийская городская,bbdf6cf3-da33-4df0-bb4f-84c234a76c70,31,0,31,0,1,1,0
31,Белгородская область,18,Ровеньская,0367bc69-9ee3-479e-8c70-7f71bf505ea8,30,0,30,0,1,1,0
35,Вологодская область,10,Вытегорская,eb768b6b-f955-4537-ace2-126415855e75,30,0,30,1,0,1,0
42,Кемеровская область - Кузбасс,28,"Новокузнецк, Орджоникидзевская",d77271bc-3506-4556-8c95-47f3191dbbdd,30,0,30,1,1,1,0
42,Кемеровская область - Кузбасс,40,Тисульская,00ee03ee-64d9-48c8-af3b-8b1db28cf715,30,0,30,1,1,1,0
42,Кемеровская область - Кузбасс,44,Юргинская,defc0cda-2408-4acc-bb58-1e5b9f95d727,30,0,30,1,1,1,0
42,Кемеровская область - Кузбасс,46,Яйская,b7f18cd4-2e22-43d5-aa2e-840f5d0310b3,30,0,30,1,1,1,0
52,Нижегородская область,19,Гагинская,fe517365-bf18-4a4f-8631-ec8d1a28bd73,30,0,30,1,1,1,0
66,Свердловская область,9,Каменская,537c6dc9-2ecb-4af7-b2d4-d086782cc039,30,0,30,1,1,1,0
74,Челябинская область,25,Озерская городская,2a687723-82bd-4b3e-88eb-f4c6007c4827,30,0,30,1,1,1,0
86,Ханты-Мансийский автономный округ - Югра,20,Ханты-Мансийская,097cf761-54cc-4059-82d7-5ec83cedae9c,30,0,30,1,1,1,0
89,Ямало-Ненецкий автономный округ,5,Надымская,4adc0ca1-4742-4143-98e5-522607004f41,30,0,30,1,1,1,0
31,Белгородская область,6,Вейделевская,61d55f9f-fc88-4f4a-abd8-7390e55ecffe,29,0,29,0,1,1,0
42,Кемеровская область - Кузбасс,13,"Кемерово, Рудничная",d2cf878c-e0ca-4063-9ea5-1405952ad0b5,29,0,29,1,1,1,0
42,Кемеровская область - Кузбасс,27,"Новокузнецк, Новоильинская",490fac93-b98f-4bec-88fc-ecdc03eb1ff1,29,0,29,1,1,1,0
42,Кемеровская область - Кузбасс,42,Тяжинская,7fd17752-a394-46d8-a8c9-6c53307371b5,29,0,29,1,1,1,0
47,Ленинградская область,16,Подпорожская,858b8a32-374c-47e7-a063-1d6d6bccd874,29,0,29,1,1,1,0
52,Нижегородская область,1,Ардатовская,beb454ae-597e-40e6-baab-c2914fd36e21,29,0,29,1,1,1,0
52,Нижегородская область,28,Краснооктябрьская,2c4718d2-551b-4be1-9d7e-43b79ec90637,29,0,29,1,1,1,0
58,Пензенская область,19,Кузнецкая,7a5b3030-fea0-4bac-b0c5-05af53558a10,29,0,29,1,1,1,0
66,Свердловская область,58,Ревдинская,33372fc7-2938-4f14-b920-12058f2259df,29,0,29,1,1,1,0
74,Челябинская область,7,Верхнеуфалейская городская,45195dfb-7660-4651-b67b-10584febca74,29,0,29,1,1,1,0
35,Вологодская область,1,Бабаевская,aad1a44b-ca01-42cf-81dd-f97d0de9ecda,28,0,28,0,1,1,0
35,Вологодская область,21,Тотемская,678400cd-c39e-441f-b6f5-f123cf164991,28,0,28,1,0,1,0
47,Ленинградская область,4,Всеволожская_114,fc6ecbde-a8ab-4ab4-bbe5-c6a8602f20df,28,0,28,1,1,1,0
52,Нижегородская область,51,Сосновская,40ffed93-9e04-4efb-9cd8-7a90cf1cb695,28,0,28,1,1,1,0
58,Пензенская область,27,Никольская,835b7f02-ec6e-42d4-9f23-3c8febd61755,28,0,28,1,1,1,0
66,Свердловская область,6,Богдановичская,591a40bd-2541-417a-b6bf-d67dcd29cff8,28,0,28,1,1,1,0
66,Свердловская область,21,Невьянская,0cb7911f-6a16-4545-8b54-b42679ec2138,28,0,28,1,1,1,0
66,Свердловская область,28,Асбестовская городская,d0c48b2c-464a-49ea-91a0-01ce05e7fedb,28,0,28,1,1,1,0
66,Свердловская область,61,Алапаевская городская,11cf64ed-f913-48af-bfb8-c5a5b3290f21,28,0,28,1,1,1,0
66,Свердловская область,62,Алапаевская,0d0c6256-8139-430f-9daf-98c1cbc25799,28,0,28,1,1,1,0
66,Свердловская область,63,Верхнесалдинская,19e42d21-3e07-42e1-b310-99b77977a562,28,0,28,1,1,1,0
74,Челябинская область,18,Кизильская,d81fe8d2-defd-4e0b-92b1-a958eaabe4a1,28,0,28,1,1,1,0
74,Челябинская область,32,Октябрьская,2857181b-5dc0-45e9-a2db-5d7aa72d4c0d,28,0,28,1,1,1,0
52,Нижегородская область,21,Дальнеконстантиновская,15456ea4-9f81-4534-a942-7d3525af3e73,27,0,27,1,1,1,0
52,Нижегородская область,34,Сокольская,a664dcc1-8e42-4c67-9878-50681fb21614,27,0,27,1,1,1,0
74,Челябинская область,15,Снежинская городская,727d03df-a06d-483a-a855-722f1831ae02,27,0,27,1,1,1,0
74,Челябинская область,24,Кыштымская городская,6c09c4cd-4216-4e99-a6d4-a72b7794805e,27,0,27,1,1,1,0
74,Челябинская область,33,Пластовская,8af6e515-a2cd-40c1-8467-06fa24ee69b2,27,0,27,1,1,1,0
42,Кемеровская область - Кузбасс,35,"Прокопьевск, Центральная",03ab4915-1155-4259-b88f-c37c76b12e8a,26,0,26,1,1,1,0
47,Ленинградская область,1,Бокситогорская,6a73531f-9dd2-4ac6-8c37-f19139a68614,26,0,26,1,1,1,0
47,Ленинградская область,2,Волосовская,f68c9d18-1749-45de-80e9-b7323f717ed2,26,0,26,1,1,1,0
52,Нижегородская область,16,Воротынская,eeb6a297-3b70-4939-bced-0ae5fd8a8456,26,0,26,1,1,1,0
58,Пензенская область,9,Белинская,bb00ff3f-8776-477c-80ec-60361edddc05,26,0,26,1,1,1,0
58,Пензенская область,23,Мокшанская,d728200d-a33e-43b8-b34f-c2638cc43cdc,26,0,26,1,1,1,0
74,Челябинская область,48,Чесменская,fc7ff5c4-811e-4962-b7ed-6ba7dcd120e0,26,0,26,1,1,1,0
35,Вологодская область,6,Верховажская,cb94de35-1757-49c1-98f7-2ba836c6b7f9,25,0,25,0,1,1,0
42,Кемеровская область - Кузбасс,2,Беловская,08a1675c-d89e-4d50-b041-cad88edb60ff,25,0,25,1,1,1,0
47,Ленинградская область,12,Лодейнопольская,cebd9b89-c296-4d6a-b2a2-fa1dbfd5cbee,25,0,25,1,1,1,0
52,Нижегородская область,59,Шахунская,08bc8067-22d4-4691-b43b-18da1b80a71f,25,0,25,1,1,1,0
58,Пензенская область,5,Зареченская городская,bb360f80-c2dc-4b7f-bf83-f1547a80a225,25,0,25,1,1,1,0
66,Свердловская область,44,Тугулымская,8c726027-3f73-4faf-b4c1-738fb741aba3,25,0,25,1,1,1,0
86,Ханты-Мансийский автономный округ - Югра,12,Октябрьская,43dcf947-c107-43cd-b1f1-53a330fc2216,25,0,25,1,1,1,0
31,Белгородская область,10,Ивнянская,ae58d972-3626-484e-8e44-2f9e466e04f7,24,0,24,0,1,1,0
42,Кемеровская область - Кузбасс,17,Крапивинская,48d4cab3-8f3c-4f63-848b-9c66c1f6770f,24,0,24,1,1,1,0
42,Кемеровская область - Кузбасс,34,"Прокопьевск, Рудничная",0b567f72-348b-43e2-82cb-370874701d28,24,0,24,1,1,1,0
42,Кемеровская область - Кузбасс,41,Топкинская,eefdf414-cf21-4afd-9570-aa9a88850949,24,0,24,1,1,1,0
47,Ленинградская область,19,Сосновоборская городская,20aceaad-1c61-41d0-b5ac-58940516d13a,24,0,24,1,1,1,0
52,Нижегородская область,9,Бутурлинская,3da114d1-b4b6-4ff0-bbb8-3277f247a9eb,24,0,24,1,1,1,0
58,Пензенская область,18,Колышлейская,5b2658e1-f9e1-47a8-b736-451569121739,24,0,24,1,1,1,0
66,Свердловская область,20,Кушвинская городская,a6553ae7-d514-4c6a-953b-8142064a8906,24,0,24,1,1,1,0
66,Свердловская область,37,Камышловская,5325e107-fde2-4f1b-8c0b-0f7ce2c1a852,24,0,24,1,1,1,0
86,Ханты-Мансийский автономный округ - Югра,11,Няганьская городская,cb01c8e2-20f0-4fd3-830b-0f43ede0229b,24,0,24,0,1,1,0
86,Ханты-Мансийский автономный округ - Югра,16,Советская,e1f0ded2-9ad4-410d-8789-bb4185ef857f,24,0,24,1,1,1,0
35,Вологодская область,23,Устюженская,21d0ccd9-579f-4f8e-97ba-113b22c4f480,23,0,23,0,1,1,0
42,Кемеровская область - Кузбасс,23,Мысковская городская,b9a943e5-b2bb-4b19-b01d-3cdf772e52e7,23,0,23,1,1,1,0
42,Кемеровская область - Кузбасс,33,"Прокопьевск, Зенковская",83c4a06d-0f8a-4a63-a233-6d731e4fb469,23,0,23,1,1,1,0
52,Нижегородская область,6,Большеболдинская,99ddb674-2f9f-4167-871c-a472a8282101,23,0,23,1,1,1,0
52,Нижегородская область,10,Вадская,d61b1e35-b82a-4ed0-a419-25ff9fb1e55a,23,0,23,1,1,1,0
52,Нижегородская область,12,Вачская,c6cc6a5b-1142-49f5-aba7-bcd6e3b8605f,23,0,23,1,1,1,0
52,Нижегородская область,13,Ветлужская,1446a8df-0acb-43b7-84ba-f7fe7092cf58,23,0,23,1,1,1,0
52,Нижегородская область,23,Дивеевская,d24473cf-5a43-4c8c-a696-ab650dabd77a,23,0,23,1,1,1,0
52,Нижегородская область,57,Шарангская,4562f8d7-b426-4338-b660-5f6a8127bc7d,23,0,23,1,1,1,0
66,Свердловская область,33,Заречная городская,becea088-63d4-42f6-8c7f-82d884680fff,23,0,23,1,1,1,0
66,Свердловская область,45,Туринская,3becb40d-1659-4081-a1b3-f543e0abf318,23,0,23,1,1,1,0
66,Свердловская область,52,Красноуфимская городская,6076463b-6a8c-474d-afde-52e00c526765,23,0,23,1,1,1,0
66,Свердловская область,72,Лесная городская,fc1a0e5c-f938-4347-ad65-068064ca71a9,23,0,23,1,1,1,0
74,Челябинская область,4,Брединская,61d3e517-fa4d-4a8d-97a0-15f532c9093d,23,0,23,1,1,1,0
74,Челябинская область,23,Кусинская,7d29d77e-d399-4f77-8e7a-9e70a228f819,23,0,23,1,1,1,0
86,Ханты-Мансийский автономный округ - Югра,7,Нефтеюганская,dbd60a88-0dc0-4b1d-a022-e0d28ee14808,23,0,23,1,1,1,0
35,Вологодская область,3,Белозерская,71984aae-09c0-4204-b431-1292efa9e43e,22,0,22,1,1,1,0
42,Кемеровская область - Кузбасс,4,Березовская городская,2cd2fd9b-cd50-4ce3-af71-3a9d1b0fa813,22,0,22,1,1,1,0
42,Кемеровская область - Кузбасс,7,Ижморская,fdde1b8a-237d-4896-b655-79d46307664e,22,0,22,1,1,1,0
